pws_id,pws_name,epa_region_code,primacy_agency,pws_type,owner_type,primary_source,activity_status,season_end_date,population,rule_name,violation_code,violation_type,violation_category,health_based,contaminant,season_start_date,last_reported,submission_quarter,return_to_compliance_date,contaminant_code,submission_year,major_violation,connections,first_reported,submission_year.1
NE3109701,"COOK, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,350,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37956.0,SOX,State Compliance achieved,,,2,37667
NE3120042,"HOLBROOK, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,201,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3103901,"BANCROFT, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,490,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3115305,SARPY CO SID 24 - THOUSAND OAKS,Region 7,Nebraska,CWS,State,Ground water,Active,,60,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3112705,"PERU, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,865,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,3,37667
NE3104101,"SARGENT, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,550,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,3,37667
NE3120350,"CAMPBELL'S NURSERIES&GARDEN CENTER, INC.",Region 7,Nebraska,TNCWS,State,Ground water,Active,,100,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3115909,SUNRISE COUNTRY MANOR,Region 7,Nebraska,CWS,State,Ground water,Active,,100,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3104708,"LEXINGTON, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,10230,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37956.0,SOX,State Compliance achieved,,,2,37667
NE3107901,"WOOD RIVER, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1204,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3104902,"BIG SPRINGS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,282,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3108306,"ORLEANS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,239,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37956.0,SOX,State Compliance achieved,,,2,37667
NE3101507,"SPENCER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,368,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3117903,COUNTRY ESTATES MOBILE HOME PARK,Region 7,Nebraska,CWS,State,Surface water purchased,Active,,300,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37777.0,SOX,State Compliance achieved,,,2,37667
NE3120858,LOSEKE LAKE STOP LLC,Region 7,Nebraska,TNCWS,State,Ground water,Active,,200,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3108106,"PHILLIPS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,385,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3110913,"DENTON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,190,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37956.0,SOX,State Compliance achieved,,,2,37667
NE3106304,"MOOREFIELD, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,28,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,38089.0,SOX,State Compliance achieved,,,1,37667
NE3108502,"HAYES CENTER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,214,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3102104,"DECATUR, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,410,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3115710,"LYMAN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,325,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3112903,"NELSON, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,490,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3111917,"MEADOW GROVE, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,301,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,37955.0,SOX,State Compliance achieved,,,2,37667
NE3101702,"AINSWORTH, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1728,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37561,37590.0,Returned to Compliance,43466.0,SOX,State Compliance achieved,,,2,37667
NE3106106,"BLOOMINGTON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,135,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,38246.0,SOX,State Compliance achieved,,,1,37667
NE3114106,COLLEGE VIEW PARK,Region 7,Nebraska,CWS,State,Ground water,Active,,150,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,37958.0,SOX,State Compliance achieved,,,1,37667
NE3107313,"SMITHFIELD, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,50,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,38652.0,SOX,State Compliance achieved,,,1,37667
NE3114701,RICHARDSON CO RWD 1,Region 7,Nebraska,CWS,State,Ground water,Active,,812,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,42090.0,SOX,State Compliance achieved,,,1,37667
NE3120757,LANCASTER CO SID 6 - VILLAGE OF EMERALD,Region 7,Nebraska,CWS,State,Ground water,Active,,100,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,40452.0,SOX,State Compliance achieved,,,1,37667
NE3112102,"CENTRAL CITY, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,3000,Volatile Organic Chemicals,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Tetrachloroethylene,37530,37621.0,Returned to Compliance,38897.0,SOX,State Compliance achieved,,,2,37667
NE3117308,"PENDER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1100,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,38909.0,SOX,State Compliance achieved,,,1,37667
NE3118702,"GRESHAM, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,256,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,37750.0,SOX,State Compliance achieved,,,1,37667
NE3115102,"FRIEND, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1033,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,37739.0,SOX,State Compliance achieved,,,1,37667
NE3114702,"HUMBOLDT, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,941,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,42090.0,SOX,State Compliance achieved,,,1,37667
NE3112302,"BAYARD, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1203,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,41485.0,SOX,State Compliance achieved,,,1,37667
NE3115510,"MALMO, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,101,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3102519,CASS CO SID #1 - LAKE WA-CON-DA VILLAGE,Region 7,Nebraska,CWS,State,Ground water,Active,,420,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3115508,"MEMPHIS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,106,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3130031,"WATERBURY, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,70,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3106106,"BLOOMINGTON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,135,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3115716,"SCOTTSBLUFF, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,14282,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3116908,"DAVENPORT, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,309,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3111915,"BATTLE CREEK, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1207,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3130031,"WATERBURY, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,70,Total Coliform Rule,6,"Notification, Public",Other,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3105310,"HOOPER, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,830,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37753.0,SOX,State Compliance achieved,,,1,37667
NE3103702,"ROGERS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,95,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3114113,"DUNCAN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,392,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,38384.0,SOX,State Compliance achieved,,,2,37667
NE3115303,"GRETNA, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,8661,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3114114,"CRESTON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,210,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3111905,"NEWMAN GROVE, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,721,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37775.0,SOX,State Compliance achieved,,,2,37667
NE3120220,"SUMNER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,220,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3114710,"STELLA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,149,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3110923,"MALCOLM, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,457,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3105310,"HOOPER, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,830,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37753.0,SOX,State Compliance achieved,,,2,37667
NE3118104,"WAYNE, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,5847,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3113308,"TABLE ROCK, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,247,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3110504,"BUSHNELL, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,112,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,38111.0,SOX,State Compliance achieved,,,2,37667
NE3101907,"GIBBON, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1878,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3106304,"MOOREFIELD, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,28,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,38089.0,SOX,State Compliance achieved,,,3,37667
NE3109902,"AXTELL, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,880,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3103508,"ONG, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,59,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3113501,"VENANGO, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,178,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3107303,BULLHEAD POINT,Region 7,Nebraska,CWS,State,Ground water,Active,,25,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3104712,RICH MOBILE HOME COURT,Region 7,Nebraska,CWS,State,Ground water,Active,,59,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3112101,"CLARKS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,369,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3103506,"CLAY CENTER, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,801,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3103703,"CLARKSON, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,641,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3105512,DOUGLAS CO SID 258 - CARAT HOMES,Region 7,Nebraska,CWS,State,Ground water,Active,,125,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3112301,"BROADWATER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,160,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3102511,"MURDOCK, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,275,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3114504,"MCCOOK, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,7356,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,39015.0,,,,,1,37667
NE3102707,"BELDEN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,120,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,37986.0,SFL,State Administrative/Compliance Order without penalty issued,,,1,37667
NE3120041,"AMHERST, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,295,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3111301,"STAPLETON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,305,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3115305,SARPY CO SID 24 - THOUSAND OAKS,Region 7,Nebraska,CWS,State,Ground water,Active,,60,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3150475,TYSON FRESH MEATS INC  MADISON,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,1100,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37621.0,Returned to Compliance,37986.0,SOX,State Compliance achieved,,,3,37667
NE3150294,TRAVEL CENTERS OF AMERICA #193,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,575,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37621.0,Returned to Compliance,37986.0,SOX,State Compliance achieved,,,3,37667
NE3120618,MAHONEY STATE PARK - NG & PC,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,1000,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37621.0,Returned to Compliance,37986.0,SOX,State Compliance achieved,,,3,37667
NE3102704,"OBERT, VILLAGE OF",Region 7,Nebraska,CWS,State,Surface water purchased,Active,,58,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3117903,COUNTRY ESTATES MOBILE HOME PARK,Region 7,Nebraska,CWS,State,Surface water purchased,Active,,300,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37777.0,SOX,State Compliance achieved,,,2,37667
NE3120567,"SEWARD MOTOR FREIGHT, INC",Region 7,Nebraska,NTNCWS,State,Ground water,Active,,45,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,40645.0,SOX,State Compliance achieved,,,1,37667
NE3120162,SANDY CREEK PUBLIC SCHOOL,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,450,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,38408.0,SOX,State Compliance achieved,,,1,37667
NE3150006,CHRIST LUTHERAN CHURCH AND SCHOOL,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,90,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,38778.0,SOX,State Compliance achieved,,,1,37667
NE3114706,"RULO, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,200,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,3,37667
NE3115912,"CORDOVA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,150,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,39784.0,SOX,State Compliance achieved,,,1,37667
NE3108305,"RAGAN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,25,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,40023.0,SOX,State Compliance achieved,,,1,37667
NE3108301,"STAMFORD, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water purchased,Active,,202,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,38288.0,SOX,State Compliance achieved,,,1,37667
NE3121016,LOGAN VALLEY GOLF COURSE,Region 7,Nebraska,TNCWS,State,Ground water,Active,,40,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3150081,NORTH 40 GOLF DBA ASHLAND GOLF CLUB,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37750.0,SOX,State Compliance achieved,,,2,37667
NE3120942,CAMP SOLARIS,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37804.0,SOX,State Compliance achieved,,,2,38684
NE3120387,BRANCHED OAK LAKE SRA-NG & PC (SEASONAL),Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3120350,"CAMPBELL'S NURSERIES&GARDEN CENTER, INC.",Region 7,Nebraska,TNCWS,State,Ground water,Active,,100,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,37925.0,SOX,State Compliance achieved,,,2,37667
NE3150403,KRAMER BAR & GRILL,Region 7,Nebraska,TNCWS,State,Ground water,Active,,30,Total Coliform Rule,6,"Notification, Public",Other,N,Coliform (TCR),37530,37621.0,Returned to Compliance,37986.0,SOX,State Compliance achieved,,,3,37771
NE3120168,VALLEY VIEW COUNTRY CLUB,Region 7,Nebraska,TNCWS,State,Ground water,Active,,45,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),37530,37560.0,Returned to Compliance,38046.0,SOX,State Compliance achieved,,,2,37667
NE3120923,NUSTAR - (NORFOLK),Region 7,Nebraska,TNCWS,State,Ground water,Active,,44,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,37530,37621.0,Returned to Compliance,40645.0,SOX,State Compliance achieved,,,1,37667
